prompt,layer_21,layer_2,layer_5,layer_13,layer_14,layer_15,layer_12,layer_4,layer_3,layer_20,layer_11,layer_9,layer_16,layer_18,layer_0,layer_7,layer_23,layer_22,layer_6,layer_19,layer_1,cfg,layer_17,layer_10,layer_8
a recipe card titled 'Chocolate Cake',0.2857142857142857,0.11522633744855967,0.2,0.08064516129032258,0.16352201257861634,0.12389380530973451,0.11336032388663968,0.22448979591836735,0.16216216216216217,0.2616822429906542,0.11555555555555555,0.10810810810810811,0.1078838174273859,0.27586206896551724,0.6206896551724138,0.2857142857142857,0.1187214611872146,0.11162790697674418,0.25,0.26373626373626374,0.32941176470588235,0.13333333333333333,0.10091743119266056,0.2891566265060241,0.23880597014925373
"A page from a novel, filled with dense paragraphs of text.",0.009240477800315528,0.005118755118755119,0.008472824963835503,0.006400640064006401,0.005202813373157337,0.008633093525179856,0.005537974683544304,0.008899297423887589,0.008386669609357758,0.00915617521589845,0.005443411204354729,0.010071942446043165,0.009104330708661417,0.010942760942760943,0.0,0.006801864214636604,0.125,0.006290721186250281,0.011237217664906169,0.008514779223938694,0.017501508750754374,0.00767590618336887,0.00882592033445593,0.008816256316525104,0.007856341189674524
a jersey with number '10' on it,0.0,0.0,0.0,0.0,0.6666666666666666,0.25,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.3333333333333333,0.4,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
a boy flying a kite in an open field with the words 'sky dreamer' written on the kite,0.7407407407407407,0.9166666666666666,0.9565217391304348,0.9090909090909091,0.7368421052631579,1.0,0.5263157894736842,0.9166666666666666,0.9565217391304348,0.25,0.9523809523809523,0.9090909090909091,1.0,0.9565217391304348,0.0,0.9090909090909091,0.6956521739130435,0.9565217391304348,0.5238095238095238,0.9523809523809523,1.0,1.0,0.9090909090909091,0.8695652173913043,1.0
a brown dog sitting on a sidewalk wearing a tag that says 'buddy',0.4,1.0,1.0,0.7692307692307693,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
a shoe with 'Nike' on the side,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.15384615384615385,0.0,0.0,0.1111111111111111,0.0
a mug with 'Coffee Lover' written on it,1.0,1.0,1.0,0.9230769230769231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,1.0,1.0,1.0
a bakery display with fresh pastries and bread and a sign that says 'Fresh Baked Daily',1.0,0.6122448979591837,0.7111111111111111,0.9714285714285714,0.9714285714285714,0.9444444444444444,1.0,0.918918918918919,0.9444444444444444,0.85,1.0,0.5666666666666667,0.9142857142857143,0.7804878048780488,0.7272727272727273,0.4594594594594595,0.8095238095238095,0.9714285714285714,1.0,0.9714285714285714,0.6037735849056604,1.0,0.9444444444444444,0.425,0.9714285714285714
A storefront with 'OPEN' written in large neon letters in the window.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23529411764705882,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,0.32,1.0,1.0,1.0,1.0,1.0,0.6153846153846154,1.0,1.0
a delivery drone resting on a landing pad with the label 'express courier' on its side,0.8387096774193549,0.5142857142857142,0.3125,0.4666666666666667,0.8666666666666667,0.47058823529411764,0.4666666666666667,0.4375,0.4666666666666667,0.48484848484848486,0.4375,0.45161290322580644,0.48484848484848486,0.5161290322580645,0.47058823529411764,0.45161290322580644,0.41025641025641024,0.35294117647058826,0.36363636363636365,0.4666666666666667,0.4375,0.4117647058823529,0.5161290322580645,0.8125,0.4375
a laptop sticker that says 'Code Life',0.42857142857142855,0.3333333333333333,0.6428571428571429,1.0,0.48,0.45161290322580644,0.25,0.16666666666666666,0.22727272727272727,0.2127659574468085,0.5517241379310345,0.5263157894736842,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.5806451612903226,0.4444444444444444,0.3076923076923077,0.23076923076923078,0.5,0.6,0.7777777777777778,0.18604651162790697,0.24,0.48484848484848486
a hiker resting at the edge of a mountain cliff with a backpack patch that reads 'WANDER',0.3076923076923077,0.0,1.0,1.0,0.8,1.0,1.0,0.8333333333333334,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.9090909090909091,1.0,0.8,0.8,1.0,0.0,0.9230769230769231,1.0,1.0
an instruction sheet titled 'Assembly Guide',0.29473684210526313,0.03927068723702665,0.022727272727272728,0.03139013452914798,0.07926829268292683,0.24778761061946902,0.0436817472698908,0.025547445255474453,0.33766233766233766,0.023231256599788808,0.023026315789473683,0.025925925925925925,0.16560509554140126,0.02432179607109448,1.0,0.029288702928870293,0.2736842105263158,0.053830227743271224,0.022151898734177215,0.8,0.15217391304347827,0.029227557411273485,0.03872752420470263,0.030197444831591175,0.04154302670623145
a shopping bag with 'Thank You' printed on it,1.0,0.7777777777777778,0.7777777777777778,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,0.8888888888888888,1.0,0.8888888888888888,0.8888888888888888,1.0,1.0,0.7777777777777778,0.9473684210526315,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9411764705882353,1.0,0.9473684210526315,0.8888888888888888
"A brand name 'COLA' in an elegant, flowing, script font.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,1.0,0.75,1.0,1.0
A university building with 'LIBRARY' carved in stone above the entrance.,0.358974358974359,0.6,0.9333333333333333,0.9333333333333333,0.2857142857142857,0.3448275862068966,0.6,0.5882352941176471,1.0,0.5,0.875,0.5882352941176471,0.6,0.3111111111111111,1.0,0.26666666666666666,0.22857142857142856,0.30434782608695654,0.9333333333333333,0.3333333333333333,1.0,0.6,0.3125,0.6,0.1935483870967742
A bottle of wine with a label that reads 'Chateau Merlot 2021'.,0.7307692307692307,0.4,0.5205479452054794,0.7755102040816326,0.5671641791044776,0.8780487804878049,0.3917525773195876,0.4523809523809524,0.5671641791044776,0.926829268292683,0.4691358024691358,0.36538461538461536,0.5,0.45569620253164556,0.972972972972973,0.4470588235294118,0.6551724137931034,0.5066666666666667,0.6229508196721312,0.5428571428571428,1.0,0.9473684210526315,0.4935064935064935,0.5454545454545454,0.391304347826087
a laptop sticker that says 'Code Life',0.6153846153846154,0.4444444444444444,0.2564102564102564,0.36363636363636365,0.4,0.5714285714285714,0.6153846153846154,0.37037037037037035,0.9473684210526315,0.5714285714285714,0.2777777777777778,0.6666666666666666,0.2926829268292683,0.9473684210526315,1.0,0.4,0.8235294117647058,0.8888888888888888,0.25,0.6153846153846154,1.0,0.9411764705882353,0.9473684210526315,0.9473684210526315,0.9
a whiteboard with 'Meeting at 3pm' written on it,0.6923076923076923,0.896551724137931,0.896551724137931,0.9655172413793104,0.9655172413793104,0.8148148148148148,0.8148148148148148,0.9285714285714286,0.9285714285714286,0.8461538461538461,0.9655172413793104,0.896551724137931,0.9655172413793104,0.8888888888888888,0.0,0.8148148148148148,1.0,0.9655172413793104,0.9655172413793104,0.8888888888888888,0.0,0.896551724137931,1.0,1.0,0.9285714285714286
a coffee mug sitting on a cluttered desk with 'JAVA FUEL' printed on the side,0.8888888888888888,1.0,1.0,0.5384615384615384,0.9473684210526315,0.4444444444444444,0.9473684210526315,1.0,0.8421052631578947,1.0,1.0,0.9,0.391304347826087,0.8888888888888888,0.9473684210526315,0.9473684210526315,0.8888888888888888,0.8888888888888888,0.09523809523809523,0.9473684210526315,1.0,0.8888888888888888,1.0,0.9473684210526315,0.8181818181818182
a form titled 'Job Application',0.09859154929577464,0.058365758754863814,0.05235602094240838,0.055658627087198514,0.09009009009009009,0.047244094488188976,0.055762081784386616,0.06369426751592357,0.06299212598425197,0.09584664536741214,0.07142857142857142,0.060240963855421686,0.18633540372670807,0.08042895442359249,1.0,0.05671077504725898,0.05110732538330494,0.06818181818181818,0.08620689655172414,0.1477832512315271,0.09174311926605505,0.05357142857142857,0.0577319587628866,0.0759493670886076,0.05747126436781609
a blue backpack lying on the ground with a patch that says 'camp day',1.0,1.0,1.0,0.9411764705882353,1.0,1.0,1.0,1.0,0.9411764705882353,0.9411764705882353,1.0,1.0,0.5,0.5,1.0,0.9411764705882353,1.0,0.5,1.0,0.9411764705882353,1.0,1.0,0.9411764705882353,0.9411764705882353,1.0
a greeting card saying 'Thank You',1.0,1.0,1.0,0.9473684210526315,0.9473684210526315,0.8888888888888888,1.0,1.0,0.9473684210526315,1.0,1.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,1.0,1.0,1.0,0.8888888888888888,1.0,0.7,0.8888888888888888,0.9473684210526315,1.0,0.9473684210526315,1.0
a closed cardboard box on a warehouse shelf with the sticker 'handle with care',0.6976744186046512,0.29333333333333333,0.35555555555555557,0.2857142857142857,0.34408602150537637,0.3047619047619048,0.9142857142857143,0.32967032967032966,0.3950617283950617,0.3137254901960784,0.8205128205128205,0.47058823529411764,1.0,0.45714285714285713,0.967741935483871,0.4507042253521127,0.6818181818181818,0.3764705882352941,0.3684210526315789,0.4444444444444444,0.5245901639344263,0.38095238095238093,0.8648648648648649,0.3902439024390244,0.37037037037037035
a bumper sticker reading 'Road Trip',0.5,1.0,0.12162162162162163,0.16470588235294117,1.0,0.24242424242424243,0.375,0.3673469387755102,0.6666666666666666,0.72,0.33962264150943394,0.4186046511627907,0.3050847457627119,0.5142857142857142,1.0,0.25806451612903225,0.5142857142857142,0.782608695652174,0.3673469387755102,1.0,1.0,0.45,1.0,0.32142857142857145,0.32727272727272727
a beach umbrella stuck in the sand with a tag that says 'sun safe',0.64,0.0,0.0,0.0,0.6,0.0,0.42105263157894735,1.0,1.0,0.0,0.0,0.8,0.7142857142857143,0.46153846153846156,0.7058823529411765,0.0,0.0,0.2857142857142857,0.4,0.0,0.9411764705882353,0.0,1.0,0.0,0.0
a package with 'Express Delivery' on it,0.9696969696969697,1.0,1.0,1.0,1.0,1.0,0.9696969696969697,0.9696969696969697,1.0,1.0,0.9696969696969697,0.9696969696969697,0.9696969696969697,1.0,0.4166666666666667,1.0,1.0,1.0,0.9696969696969697,1.0,1.0,0.9696969696969697,1.0,1.0,0.9696969696969697
a row of cereal boxes on a grocery store shelf with one labeled 'CRUNCHY CORN',0.033426183844011144,0.0380952380952381,0.033946251768033946,0.03418803418803419,0.03508771929824561,0.03153745072273324,0.03443328550932568,0.03980099502487562,0.03385049365303244,0.036585365853658534,0.04145077720207254,0.03545051698670606,0.02962962962962963,0.03625377643504532,0.3157894736842105,0.029850746268656716,0.11578947368421053,0.06896551724137931,0.03361344537815126,0.03592814371257485,0.04678362573099415,0.04332129963898917,0.03498542274052478,0.03896103896103896,0.02867383512544803
"A futuristic city street at night, with glowing holographic advertisements displaying brand names.",0.07865168539325842,0.23809523809523808,0.1891891891891892,0.21929824561403508,0.18930041152263374,0.08372093023255814,0.18292682926829268,0.1564245810055866,0.16143497757847533,0.26881720430107525,0.1485148514851485,0.12571428571428572,0.20754716981132076,0.30985915492957744,0.12612612612612611,0.25365853658536586,0.1896551724137931,0.2361111111111111,0.19607843137254902,0.07207207207207207,0.20725388601036268,0.1342281879194631,0.14285714285714285,0.25,0.18556701030927836
a contract titled 'Rental Agreement',0.027675276752767528,0.019886363636363636,0.02531645569620253,0.02335766423357664,0.024521072796934867,0.033542976939203356,0.0185799601857996,0.026064291920069503,0.02570694087403599,0.030360531309297913,0.02242466713384723,0.022519352568613652,0.022970903522205207,0.02440884820747521,0.0,0.02450229709035222,0.030563514804202482,0.037825059101654845,0.025356576862123614,0.027257240204429302,0.055865921787709494,0.022889842632331903,0.025995125913891144,0.02831858407079646,0.024427480916030534
a blue backpack leaning against a wall with a patch that says 'explorer',0.75,0.875,0.875,0.9333333333333333,0.8235294117647058,0.6666666666666666,0.875,0.875,0.875,1.0,0.9333333333333333,0.875,0.9333333333333333,0.5384615384615384,1.0,0.75,0.8235294117647058,0.5714285714285714,0.8235294117647058,0.7058823529411765,0.3870967741935484,0.75,0.75,0.9333333333333333,1.0
A fire truck with 'FIRE DEPT' and the number '105' on the side.,0.43636363636363634,0.5,0.6341463414634146,0.5,0.20833333333333334,0.27848101265822783,0.6046511627906976,0.5,0.26666666666666666,0.4444444444444444,0.6666666666666666,0.41935483870967744,0.40816326530612246,0.3157894736842105,0.4444444444444444,0.6046511627906976,0.7272727272727273,0.5128205128205128,0.7027027027027027,0.37681159420289856,0.2826086956521739,0.9285714285714286,0.5,0.4727272727272727,0.4
